gene_symbol,ensembl_id,challenge_idx,lincs_entrez,lincs_feature_space,split
OR2G2,ENSG00000177489,1563,,,rest
ZBED2,ENSG00000177494,1564,79413,best inferred,rest
FAM187B,ENSG00000177558,1565,,,rest
JUN,ENSG00000177606,1566,3725,landmark,panel
IL17RA,ENSG00000177663,1567,23765,best inferred,rest
DNAJC28,ENSG00000177692,1568,54943,best inferred,rest
SLC35G5,ENSG00000177710,1569,,,rest
ZNF619,ENSG00000177873,1570,,,rest
CCDC184,ENSG00000177875,1571,,,rest
ALS2CL,ENSG00000178038,1572,259173,best inferred,rest
MLF1,ENSG00000178053,1573,4291,best inferred,rest
STAP2,ENSG00000178078,1574,55620,landmark,panel
DDX10,ENSG00000178105,1575,1662,landmark,panel
LCORL,ENSG00000178177,1576,,,rest
GALNT11,ENSG00000178234,1577,63917,best inferred,rest
NEUROG2,ENSG00000178403,1578,63973,inferred,rest
P4HTM,ENSG00000178467,1579,54681,landmark,panel
UCN3,ENSG00000178473,1580,,,rest
SUZ12,ENSG00000178691,1581,23512,landmark,panel
GP5,ENSG00000178732,1582,2814,best inferred,rest
EXOSC4,ENSG00000178896,1583,54512,landmark,panel
CYBC1,ENSG00000178927,1584,79415,best inferred,rest
AURKB,ENSG00000178999,1585,9212,landmark,panel
RRS1,ENSG00000179041,1586,23212,landmark,panel
CYP11B2,ENSG00000179142,1587,1585,inferred,rest
GATA2,ENSG00000179348,1588,2624,landmark,panel
MROH1,ENSG00000179832,1589,,,rest
SERTAD2,ENSG00000179833,1590,9792,best inferred,rest
NKPD1,ENSG00000179846,1591,,,rest
ZNF648,ENSG00000179930,1592,,,rest
CCR8,ENSG00000179934,1593,1237,inferred,rest
PUF60,ENSG00000179950,1594,22827,landmark,panel
SOCS4,ENSG00000180008,1595,,,rest
C3orf80,ENSG00000180044,1596,,,rest
WFDC11,ENSG00000180083,1597,,,rest
MEIOC,ENSG00000180336,1598,,,rest
C11orf71,ENSG00000180425,1599,54494,inferred,rest
NRIP1,ENSG00000180530,1600,8204,landmark,panel
FUT7,ENSG00000180549,1601,2529,inferred,rest
YOD1,ENSG00000180667,1602,55432,best inferred,rest
GPR157,ENSG00000180758,1603,80045,best inferred,rest
MAP6D1,ENSG00000180834,1604,79929,best inferred,rest
GPR62,ENSG00000180929,1605,,,rest
ADIPOQ,ENSG00000181092,1606,9370,best inferred,rest
SLC25A41,ENSG00000181240,1607,,,rest
DDN,ENSG00000181418,1608,23109,best inferred,rest
SOX2,ENSG00000181449,1609,6657,landmark,panel
TMEM45A,ENSG00000181458,1610,55076,best inferred,rest
EDDM3A,ENSG00000181562,1611,10876,inferred,rest
COPG1,ENSG00000181789,1612,22820,best inferred,rest
ADO,ENSG00000181915,1613,84890,landmark,panel
CCDC149,ENSG00000181982,1614,,,rest
GET1,ENSG00000182093,1615,7485,landmark,panel
FAM181B,ENSG00000182103,1616,,,rest
ZNF716,ENSG00000182111,1617,,,rest
ASB18,ENSG00000182177,1618,,,rest
EXT1,ENSG00000182197,1619,2131,landmark,panel
SHMT2,ENSG00000182199,1620,6472,best inferred,rest
BACE2,ENSG00000182240,1621,25825,landmark,panel
C1S,ENSG00000182326,1622,716,best inferred,rest
TRAPPC6B,ENSG00000182400,1623,,,rest
BGN,ENSG00000182492,1624,633,best inferred,rest
MFSD5,ENSG00000182544,1625,84975,best inferred,rest
ADI1,ENSG00000182551,1626,55256,landmark,panel
SATB1,ENSG00000182568,1627,6304,landmark,panel
TSKU,ENSG00000182704,1628,25987,landmark,panel
NGRN,ENSG00000182768,1629,51335,landmark,panel
ACBD3,ENSG00000182827,1630,64746,landmark,panel
C16orf72,ENSG00000182831,1631,,,rest
RGS7,ENSG00000182901,1632,6000,best inferred,rest
HMGN4,ENSG00000182952,1633,10473,best inferred,rest
MTA1,ENSG00000182979,1634,9112,landmark,panel
PYCR1,ENSG00000183010,1635,5831,landmark,panel
NAA38,ENSG00000183011,1636,,,rest
PTGDR2,ENSG00000183134,1637,11251,inferred,rest
GJD3,ENSG00000183153,1638,,,rest
TFDP3,ENSG00000183434,1639,51270,inferred,rest
MX2,ENSG00000183486,1640,4600,best inferred,rest
PSMG1,ENSG00000183527,1641,8624,landmark,panel
TNFAIP8L3,ENSG00000183578,1642,,,rest
ZNF530,ENSG00000183647,1643,,,rest
TMEM50A,ENSG00000183726,1644,23585,landmark,panel
ACP7,ENSG00000183760,1645,,,rest
CHEK2,ENSG00000183765,1646,11200,landmark,panel
AIFM3,ENSG00000183773,1647,,,rest
PNMA3,ENSG00000183837,1648,29944,inferred,rest
ZNF730,ENSG00000183850,1649,,,rest
PRKX,ENSG00000183943,1650,5613,landmark,panel
UQCR10,ENSG00000184076,1651,29796,best inferred,rest
NIPSNAP1,ENSG00000184117,1652,8508,landmark,panel
KCNQ3,ENSG00000184156,1653,3786,inferred,rest
CRELD2,ENSG00000184164,1654,79174,landmark,panel
DEFB108B,ENSG00000184276,1655,,,rest
COPB2,ENSG00000184432,1656,9276,landmark,panel
C1QTNF8,ENSG00000184471,1657,,,rest
FOXO4,ENSG00000184481,1658,4303,landmark,panel
PROS1,ENSG00000184500,1659,5627,landmark,panel
MED12,ENSG00000184634,1660,9968,best inferred,rest
HIST2H2BE,ENSG00000184678,1661,8349,landmark,panel
CLDN6,ENSG00000184697,1662,9074,inferred,rest
PRR16,ENSG00000184838,1663,51334,best inferred,rest
TMEM186,ENSG00000184857,1664,25880,inferred,rest
BTBD6,ENSG00000184887,1665,,,rest
LCN12,ENSG00000184925,1666,,,rest
CHRM5,ENSG00000184984,1667,1133,inferred,rest
DGAT1,ENSG00000185000,1668,8694,best inferred,rest
MIXL1,ENSG00000185155,1669,,,rest
MC2R,ENSG00000185231,1670,4158,inferred,rest
PRPF39,ENSG00000185246,1671,55015,best inferred,rest
C12orf56,ENSG00000185306,1672,,,rest
ATP6V0A2,ENSG00000185344,1673,23545,best inferred,rest
HGS,ENSG00000185359,1674,9146,best inferred,rest
MUC1,ENSG00000185499,1675,4582,landmark,panel
IRF7,ENSG00000185507,1676,3665,best inferred,rest
PDIA2,ENSG00000185615,1677,64714,best inferred,rest
NDUFA4L2,ENSG00000185633,1678,56901,best inferred,rest
NTF3,ENSG00000185652,1679,4908,best inferred,rest
SNAI3,ENSG00000185669,1680,,,rest
SPATA31A6,ENSG00000185775,1681,,,rest
MORF4L1,ENSG00000185787,1682,10933,best inferred,rest
SLC52A2,ENSG00000185803,1683,79581,best inferred,rest
IKZF1,ENSG00000185811,1684,10320,landmark,panel
PRSS38,ENSG00000185888,1685,,,rest
LCE3E,ENSG00000185966,1686,,,rest
PLK5,ENSG00000185988,1687,,,rest
TAL2,ENSG00000186051,1688,,,rest
LRRC70,ENSG00000186105,1689,,,rest
GPAT2,ENSG00000186281,1690,,,rest
TMEM212,ENSG00000186329,1691,389177,inferred,rest
KRT3,ENSG00000186442,1692,3850,inferred,rest
DEFB132,ENSG00000186458,1693,,,rest
INSIG1,ENSG00000186480,1694,3638,landmark,panel
ZNF396,ENSG00000186496,1695,,,rest
GPATCH8,ENSG00000186566,1696,23131,landmark,panel
LYRM7,ENSG00000186687,1697,,,rest
CXCR3,ENSG00000186810,1698,2833,best inferred,rest
SERPINA11,ENSG00000186910,1699,,,rest
ZNF395,ENSG00000186918,1700,55893,landmark,panel
EMID1,ENSG00000186998,1701,129080,best inferred,rest
LILRA5,ENSG00000187116,1702,353514,best inferred,rest
RNF220,ENSG00000187147,1703,55182,best inferred,rest
LHFPL3,ENSG00000187416,1704,,,rest
CHP1,ENSG00000187446,1705,11261,landmark,panel
COL4A1,ENSG00000187498,1706,1282,landmark,panel
SBK2,ENSG00000187550,1707,,,rest
USP7,ENSG00000187555,1708,7874,landmark,panel
SAMD11,ENSG00000187634,1709,,,rest
ERAS,ENSG00000187682,1710,,,rest
C9orf153,ENSG00000187753,1711,,,rest
KRTAP10-8,ENSG00000187766,1712,,,rest
DNAH17,ENSG00000187775,1713,8632,best inferred,rest
PLSCR3,ENSG00000187838,1714,57048,landmark,panel
EIF4EBP1,ENSG00000187840,1715,1978,landmark,panel
UBQLN2,ENSG00000188021,1716,29978,landmark,panel
ZNF490,ENSG00000188033,1717,,,rest
ARL4C,ENSG00000188042,1718,10123,landmark,panel
PLSCR1,ENSG00000188313,1719,5359,landmark,panel
C10orf99,ENSG00000188373,1720,,,rest
PPP3R2,ENSG00000188386,1721,,,rest
PAQR9,ENSG00000188582,1722,,,rest
ZNF177,ENSG00000188629,1723,7730,inferred,rest
IDO2,ENSG00000188676,1724,,,rest
RBM34,ENSG00000188739,1725,23029,landmark,panel
CATSPER4,ENSG00000188782,1726,,,rest
FBF1,ENSG00000188878,1727,,,rest
INSYN2A,ENSG00000188916,1728,,,rest
MSANTD1,ENSG00000188981,1729,,,rest
ZNF292,ENSG00000188994,1730,23036,best inferred,rest
ZNF527,ENSG00000189164,1731,,,rest
S100A13,ENSG00000189171,1732,6284,landmark,panel
RRP7A,ENSG00000189306,1733,27341,best inferred,rest
ZNF724,ENSG00000196081,1734,,,rest
TDRD7,ENSG00000196116,1735,23424,best inferred,rest
S100A4,ENSG00000196154,1736,6275,landmark,panel
FUT4,ENSG00000196371,1737,,,rest
ZNF34,ENSG00000196378,1738,80778,best inferred,rest
PTPN1,ENSG00000196396,1739,5770,landmark,panel
EVL,ENSG00000196405,1740,51466,landmark,panel
ZNF124,ENSG00000196418,1741,7678,best inferred,rest
PIK3R4,ENSG00000196455,1742,30849,landmark,panel
MME,ENSG00000196549,1743,4311,best inferred,rest
LAMA2,ENSG00000196569,1744,3908,best inferred,rest
OR5AC2,ENSG00000196578,1745,,,rest
HDAC2,ENSG00000196591,1746,3066,landmark,panel
MMP1,ENSG00000196611,1747,4312,landmark,panel
ADH1B,ENSG00000196616,1748,125,best inferred,rest
RABL6,ENSG00000196642,1749,55684,inferred,rest
ZNF418,ENSG00000196724,1750,,,rest
POU3F4,ENSG00000196767,1751,5456,inferred,rest
TLE1,ENSG00000196781,1752,7088,landmark,panel
OR11G2,ENSG00000196832,1753,,,rest
NHLRC2,ENSG00000196865,1754,374354,best inferred,rest
ARHGEF12,ENSG00000196914,1755,23365,landmark,panel
LAGE3,ENSG00000196976,1756,8270,landmark,panel
ZNF441,ENSG00000197044,1757,,,rest
SIGLEC15,ENSG00000197046,1758,284266,inferred,rest
IGF2R,ENSG00000197081,1759,3482,landmark,panel
SRC,ENSG00000197122,1760,6714,landmark,panel
ENTPD4,ENSG00000197217,1761,9583,best inferred,rest
TBC1D9B,ENSG00000197226,1762,23061,landmark,panel
HIST1H4J,ENSG00000197238,1763,,,rest
GTF2E2,ENSG00000197265,1764,2961,landmark,panel
ZNF165,ENSG00000197279,1765,7718,best inferred,rest
LRP10,ENSG00000197324,1766,26020,landmark,panel
PDGFA,ENSG00000197461,1767,5154,landmark,panel
GALP,ENSG00000197487,1768,,,rest
CXorf40A,ENSG00000197620,1769,91966,inferred,rest
SPTAN1,ENSG00000197694,1770,6709,landmark,panel
PSAP,ENSG00000197746,1771,5660,best inferred,rest
FAM118B,ENSG00000197798,1772,,,rest
ZNF181,ENSG00000197841,1773,,,rest
ADH5,ENSG00000197894,1774,128,landmark,panel
TEAD4,ENSG00000197905,1775,7004,best inferred,rest
ERO1A,ENSG00000197930,1776,30001,landmark,panel
AADACL2,ENSG00000197953,1777,,,rest
S100A6,ENSG00000197956,1778,6277,best inferred,rest
MPZL1,ENSG00000197965,1779,9019,landmark,panel
DLGAP2,ENSG00000198010,1780,9228,inferred,rest
AVPR1B,ENSG00000198049,1781,553,inferred,rest
AKR1B10,ENSG00000198074,1782,57016,best inferred,rest
TFDP1,ENSG00000198176,1783,7027,landmark,panel
HSD17B11,ENSG00000198189,1784,51170,landmark,panel
DDX42,ENSG00000198231,1785,11325,landmark,panel
SPRED2,ENSG00000198369,1786,200734,landmark,panel
GFPT1,ENSG00000198380,1787,2673,landmark,panel
UVRAG,ENSG00000198382,1788,7405,best inferred,rest
TXNRD1,ENSG00000198431,1789,7296,landmark,panel
ANKRD35,ENSG00000198483,1790,,,rest
ZNF28,ENSG00000198538,1791,,,rest
KCNRG,ENSG00000198553,1792,,,rest
CTNND1,ENSG00000198561,1793,1500,landmark,panel
RYR2,ENSG00000198626,1794,6262,best inferred,rest
KLHL9,ENSG00000198642,1795,55958,landmark,panel
MT-ND6,ENSG00000198695,1796,,,rest
F5,ENSG00000198734,1797,2153,inferred,rest
PNP,ENSG00000198805,1798,4860,landmark,panel
FOXJ3,ENSG00000198815,1799,22887,landmark,panel
CHAMP1,ENSG00000198824,1800,,,rest
UBE2J1,ENSG00000198833,1801,51465,landmark,panel
MT-ND4,ENSG00000198886,1802,,,rest
SHISA4,ENSG00000198892,1803,,,rest
CAPZA2,ENSG00000198898,1804,830,best inferred,rest
KIAA0753,ENSG00000198920,1805,9851,landmark,panel
KIF1BP,ENSG00000198954,1806,26128,landmark,panel
OR2L2,ENSG00000203663,1807,,,rest
COX20,ENSG00000203667,1808,,,rest
SPRR2E,ENSG00000203785,1809,,,rest
PCMTD2,ENSG00000203880,1810,55251,best inferred,rest
C1orf185,ENSG00000204006,1811,,,rest
GIGYF2,ENSG00000204120,1812,26058,best inferred,rest
RUFY2,ENSG00000204130,1813,55680,inferred,rest
NHSL2,ENSG00000204131,1814,,,rest
ZDHHC18,ENSG00000204160,1815,84243,best inferred,rest
DAXX,ENSG00000204209,1816,1616,landmark,panel
PFDN6,ENSG00000204220,1817,10471,best inferred,rest
RING1,ENSG00000204227,1818,6015,best inferred,rest
PSMB8,ENSG00000204264,1819,5696,landmark,panel
PJVK,ENSG00000204311,1820,,,rest
SKIV2L,ENSG00000204351,1821,6499,landmark,panel
SPANXN5,ENSG00000204363,1822,,,rest
HSPA1A,ENSG00000204389,1823,3303,landmark,panel
MPIG6B,ENSG00000204420,1824,80739,inferred,rest
PRAMEF14,ENSG00000204481,1825,,,rest
MICB,ENSG00000204516,1826,4277,best inferred,rest
ABCF1,ENSG00000204574,1827,23,landmark,panel
DDR1,ENSG00000204580,1828,780,landmark,panel
IL31,ENSG00000204671,1829,,,rest
MAS1L,ENSG00000204687,1830,,,rest
OR2J3,ENSG00000204701,1831,442186,inferred,rest
TCTN1,ENSG00000204852,1832,79600,landmark,panel
KRTAP1-4,ENSG00000204887,1833,,,rest
ZNF155,ENSG00000204920,1834,7711,inferred,rest
ZNF425,ENSG00000204947,1835,,,rest
TRIM13,ENSG00000204977,1836,10206,landmark,panel
FAM71F2,ENSG00000205085,1837,,,rest
PSMB10,ENSG00000205220,1838,5699,landmark,panel
ADGRG1,ENSG00000205336,1839,9289,landmark,panel
OR52J3,ENSG00000205495,1840,,,rest
OR51A4,ENSG00000205497,1841,,,rest
ARRDC5,ENSG00000205784,1842,,,rest
BHLHA9,ENSG00000205899,1843,,,rest
RNPS1,ENSG00000205937,1844,10921,landmark,panel
JPT2,ENSG00000206053,1845,90861,landmark,panel
FOXL2NB,ENSG00000206262,1846,,,rest
TMEM200C,ENSG00000206432,1847,,,rest
CFAP44,ENSG00000206530,1848,55779,best inferred,rest
SELENOH,ENSG00000211450,1849,,,rest
SACM1L,ENSG00000211456,1850,22908,landmark,panel
TSN,ENSG00000211460,1851,7247,best inferred,rest
NUP62,ENSG00000213024,1852,23636,landmark,panel
SCAF8,ENSG00000213079,1853,22828,best inferred,rest
MLLT11,ENSG00000213190,1854,10962,landmark,panel
NRAS,ENSG00000213281,1855,4893,landmark,panel
GSTM2,ENSG00000213366,1856,2946,landmark,panel
ARHGAP19,ENSG00000213390,1857,84986,best inferred,rest
STIMATE,ENSG00000213533,1858,375346,landmark,panel
C8orf82,ENSG00000213563,1859,,,rest
VDAC1,ENSG00000213585,1860,7416,landmark,panel
PPM1N,ENSG00000213889,1861,,,rest
DNASE1,ENSG00000213918,1862,1773,best inferred,rest
CSNK1E,ENSG00000213923,1863,1454,landmark,panel
REPIN1,ENSG00000214022,1864,29803,best inferred,rest
TSPAN4,ENSG00000214063,1865,7106,landmark,panel
MYCBP,ENSG00000214114,1866,26292,landmark,panel
MINDY4B,ENSG00000214237,1867,,,rest
FIS1,ENSG00000214253,1868,51024,landmark,panel
DEFB133,ENSG00000214643,1869,,,rest
ZNF727,ENSG00000214652,1870,,,rest
IFRD2,ENSG00000214706,1871,7866,landmark,panel
FASTKD5,ENSG00000215251,1872,60493,landmark,panel
GAGE10,ENSG00000215274,1873,,,rest
ZNF705D,ENSG00000215343,1874,,,rest
NPEPL1,ENSG00000215440,1875,79716,landmark,panel
DEFB116,ENSG00000215545,1876,,,rest
CEBPZOS,ENSG00000218739,1877,,,rest
PLXNA4,ENSG00000221866,1878,,,rest
CEBPD,ENSG00000221869,1879,1052,landmark,panel
APOL6,ENSG00000221963,1880,80830,best inferred,rest
CCNL2,ENSG00000221978,1881,81669,best inferred,rest
OR52B4,ENSG00000221996,1882,,,rest
CDRT15,ENSG00000223510,1883,,,rest
USP17L15,ENSG00000223569,1884,,,rest
PLEKHM1,ENSG00000225190,1885,9842,landmark,panel
C14orf132,ENSG00000227051,1886,56967,best inferred,rest
PARG,ENSG00000227345,1887,8505,best inferred,rest
LTB,ENSG00000227507,1888,4050,best inferred,rest
C2orf92,ENSG00000228486,1889,,,rest
FNDC10,ENSG00000228594,1890,,,rest
ARL17B,ENSG00000228696,1891,,,rest
CCDC192,ENSG00000230561,1892,,,rest
HSBP1,ENSG00000230989,1893,3281,best inferred,rest
PLSCR5,ENSG00000231213,1894,,,rest
RNF224,ENSG00000233198,1895,,,rest
IFNA13,ENSG00000233816,1896,,,rest
UQCRHL,ENSG00000233954,1897,,,rest
PAGE2,ENSG00000234068,1898,,,rest
TRIM26,ENSG00000234127,1899,7726,best inferred,rest
MCIDAS,ENSG00000234602,1900,,,rest
BRD3OS,ENSG00000235106,1901,266655,best inferred,rest
MFRP,ENSG00000235718,1902,,,rest
PATE3,ENSG00000236027,1903,,,rest
ZBTB22,ENSG00000236104,1904,9278,best inferred,rest
AL354761.1,,1905,,,rest
ARHGEF38,ENSG00000236699,1906,54848,inferred,rest
CKMT1B,ENSG00000237289,1907,,,rest
PATE4,ENSG00000237353,1908,,,rest
TMEM250,ENSG00000238227,1909,,,rest
TEX35,ENSG00000240021,1910,,,rest
LY6G5B,ENSG00000240053,1911,,,rest
SMKR1,ENSG00000240204,1912,,,rest
PCDHGC5,ENSG00000240764,1913,,,rest
MIF,ENSG00000240972,1914,4282,landmark,panel
KRTAP5-8,ENSG00000241233,1915,57830,inferred,rest
SERPINB10,ENSG00000242550,1916,5273,inferred,rest
PRAF2,ENSG00000243279,1917,11230,landmark,panel
AMY2A,ENSG00000243480,1918,,,rest
UPK3B,ENSG00000243566,1919,80761,inferred,rest
IL10RB,ENSG00000243646,1920,3588,best inferred,rest
UBE2V1,ENSG00000244687,1921,,,rest
CEBPA,ENSG00000245848,1922,1050,landmark,panel
TWF2,ENSG00000247596,1923,11344,landmark,panel
INSL3,ENSG00000248099,1924,3640,best inferred,rest
SPATS1,ENSG00000249481,1925,,,rest
HS3ST5,ENSG00000249853,1926,,,rest
PTTG2,ENSG00000250254,1927,10744,inferred,rest
AC010255.3,,1928,,,rest
USP17L23,ENSG00000250913,1929,,,rest
PRB1,ENSG00000251655,1930,5542,inferred,rest
PTX4,ENSG00000251692,1931,,,rest
OC90,ENSG00000253117,1932,,,rest
PCDHGA12,ENSG00000253159,1933,,,rest
HOXA10,ENSG00000253293,1934,3206,landmark,panel
CLDN23,ENSG00000253958,1935,,,rest
ZNF260,ENSG00000254004,1936,,,rest
LYN,ENSG00000254087,1937,4067,landmark,panel
PINX1,ENSG00000254093,1938,,,rest
NPIPB11,ENSG00000254206,1939,,,rest
CHMP4A,ENSG00000254505,1940,29082,landmark,panel
SMIM35,ENSG00000255274,1941,,,rest
OR6J1,ENSG00000255804,1942,,,rest
COA8,ENSG00000256053,1943,,,rest
ZNF225,ENSG00000256294,1944,7768,best inferred,rest
POLG2,ENSG00000256525,1945,11232,landmark,panel
CNPY2,ENSG00000257727,1946,10330,best inferred,rest
SLC22A31,ENSG00000259803,1947,,,rest
RBM15B,ENSG00000259956,1948,29890,landmark,panel
KCNJ18,ENSG00000260458,1949,,,rest
FIGNL2,ENSG00000261308,1950,,,rest
SCRT1,ENSG00000261678,1951,83482,inferred,rest
MIA,ENSG00000261857,1952,8190,inferred,rest
IKBKE,ENSG00000263528,1953,9641,landmark,panel
NBPF15,ENSG00000266338,1954,,,rest
UPK3BL1,ENSG00000267368,1955,,,rest
EDDM13,ENSG00000267710,1956,,,rest
TRABD2B,ENSG00000269113,1957,,,rest
PRAMEF5,ENSG00000270601,1958,,,rest
ANKRD34A,ENSG00000272031,1959,,,rest
GRIN2B,ENSG00000273079,1960,2904,inferred,rest
NBPF26,ENSG00000273136,1961,,,rest
ZBTB8B,ENSG00000273274,1962,,,rest
AGBL1,ENSG00000273540,1963,,,rest
CEACAM20,ENSG00000273777,1964,,,rest
NUDT18,ENSG00000275074,1965,79873,best inferred,rest
FCGBP,ENSG00000275395,1966,8857,best inferred,rest
DUSP14,ENSG00000276023,1967,11072,landmark,panel
CCL3L1,ENSG00000277768,1968,,,rest
HIST1H4I,ENSG00000276180,1969,,,rest
KCNE1B,,1970,,,rest
PIP4K2B,ENSG00000276293,1971,8396,landmark,panel
PKD1L3,ENSG00000277481,1972,,,rest
TEX28,ENSG00000278057,1973,1527,inferred,rest
OR8K3,ENSG00000280314,1974,,,rest
PAGR1,ENSG00000280789,1975,,,rest
SPRR5,ENSG00000283227,1976,,,rest
FAM237B,ENSG00000283267,1977,,,rest
FAM240B,ENSG00000283329,1978,,,rest
C19orf85,ENSG00000283567,1979,,,rest
SLURP2,ENSG00000283992,1980,,,rest
SCO2,ENSG00000284194,1981,9997,best inferred,rest
AC084121.12,,1982,,,rest
