gene_symbol,ensembl_id,replogle:K562_essential_normalized_bulk,replogle:K562_essential_raw_bulk,replogle:K562_essential_raw_singlecell,replogle:K562_gwps_normalized_bulk,replogle:K562_gwps_raw_bulk,replogle:K562_gwps_raw_singlecell,replogle:rpe1_normalized_bulk,replogle:rpe1_raw_bulk,replogle:rpe1_raw_singlecell,lincs:level5_beta_ctl_n58022x12328,lincs:level5_beta_ctl_n58022x12328:landmark,lincs:level5_beta_trt_xpr_n142901x12328,lincs:level5_beta_trt_xpr_n142901x12328:landmark
SCAI,ENSG00000173611,True,True,True,True,True,True,False,False,False,True,False,True,False
C11orf80,ENSG00000173715,False,False,False,False,False,False,False,False,False,True,False,True,False
STAT5B,ENSG00000173757,True,True,True,True,True,True,False,False,False,True,True,True,True
NET1,ENSG00000173848,True,True,True,True,True,True,True,True,True,True,True,True,True
PHC3,ENSG00000173889,True,True,True,True,True,True,True,True,True,True,False,True,False
GOLIM4,ENSG00000173905,True,True,True,True,True,True,True,True,True,True,False,True,False
TLR10,ENSG00000174123,False,False,False,False,False,False,False,False,False,False,False,False,False
FAM53A,ENSG00000174137,False,False,False,False,False,False,False,False,False,False,False,False,False
DDX23,ENSG00000174243,True,True,True,True,True,True,True,True,True,True,False,True,False
GOLGA6L2,ENSG00000174450,False,False,False,False,False,False,False,False,False,False,False,False,False
IGDCC3,ENSG00000174498,False,False,False,False,False,False,False,False,False,False,False,False,False
AKIRIN1,ENSG00000174574,True,True,True,True,True,True,True,True,True,True,False,True,False
BRSK2,ENSG00000174672,False,False,False,False,False,False,False,False,False,True,False,True,False
B4GAT1,ENSG00000174684,True,True,True,True,True,True,True,True,True,True,True,True,True
GLMN,ENSG00000174842,True,True,True,True,True,True,True,True,True,True,False,True,False
KCTD13,ENSG00000174943,True,True,True,True,True,True,True,True,True,True,False,True,False
FUT1,ENSG00000174951,False,False,False,False,False,False,False,False,False,True,True,True,True
ZIC4,ENSG00000174963,False,False,False,False,False,False,False,False,False,True,False,True,False
SLC22A1,ENSG00000175003,False,False,False,False,False,False,False,False,False,True,False,True,False
CHST2,ENSG00000175040,True,True,True,True,True,True,False,False,False,True,False,True,False
UBE2C,ENSG00000175063,False,False,False,False,False,False,True,True,True,True,True,True,True
VCPIP1,ENSG00000175073,True,True,True,True,True,True,True,True,True,True,False,True,False
SPSB4,ENSG00000175093,False,False,False,False,False,False,False,False,False,False,False,False,False
PSMD2,ENSG00000175166,True,True,True,True,True,True,True,True,True,True,True,True,True
FAM131A,ENSG00000175182,False,False,False,False,False,False,False,False,False,True,False,True,False
PCCA,ENSG00000175198,True,True,True,True,True,True,True,True,True,True,False,True,False
ARHGAP1,ENSG00000175220,True,True,True,True,True,True,True,True,True,True,True,True,True
CCNE2,ENSG00000175305,True,True,True,False,False,False,True,True,True,True,True,True,True
ZNF25,ENSG00000175395,False,False,False,False,False,False,False,False,False,False,False,False,False
CLTB,ENSG00000175416,True,True,True,True,True,True,True,True,True,True,True,True,True
TBC1D10C,ENSG00000175463,False,False,False,False,False,False,False,False,False,False,False,False,False
POLD4,ENSG00000175482,True,True,True,True,True,True,True,True,True,True,True,True,True
DRAP1,ENSG00000175550,True,True,True,True,True,True,True,True,True,True,True,True,True
FOSL1,ENSG00000175592,False,False,False,False,False,False,True,True,True,True,True,True,True
CCDC85B,ENSG00000175602,True,True,True,True,True,True,True,True,True,True,True,True,True
RUVBL1,ENSG00000175792,True,True,True,True,True,True,True,True,True,True,True,True,True
SFN,ENSG00000175793,False,False,False,False,False,False,False,False,False,True,True,True,True
MSRA,ENSG00000175806,False,False,False,False,False,False,True,True,True,True,True,True,True
SWI5,ENSG00000175854,True,True,True,True,True,True,True,True,True,False,False,False,False
PLEKHD1,ENSG00000175985,False,False,False,False,False,False,False,False,False,False,False,False,False
TUBB6,ENSG00000176014,True,True,True,True,True,True,True,True,True,True,True,True,True
CHMP6,ENSG00000176108,True,True,True,True,True,True,True,True,True,True,True,True,True
OR11H4,ENSG00000176198,False,False,False,False,False,False,False,False,False,False,False,False,False
ZNF404,ENSG00000176222,False,False,False,False,False,False,False,False,False,False,False,False,False
ZNF575,ENSG00000176472,False,False,False,False,False,False,False,False,False,False,False,False,False
CCDC121,ENSG00000176714,False,False,False,False,False,False,False,False,False,True,False,True,False
CDK5R1,ENSG00000176749,False,False,False,False,False,False,False,False,False,True,True,True,True
OR52E2,ENSG00000176787,False,False,False,False,False,False,False,False,False,False,False,False,False
OR51G2,ENSG00000176893,False,False,False,False,False,False,False,False,False,False,False,False,False
PXMP2,ENSG00000176894,True,True,True,True,True,True,True,True,True,True,True,True,True
TCIM,ENSG00000176907,False,False,False,False,False,False,False,False,False,True,False,True,False
FIBIN,ENSG00000176971,False,False,False,False,False,False,False,False,False,False,False,False,False
SEC24C,ENSG00000176986,True,True,True,True,True,True,True,True,True,True,False,True,False
CLVS1,ENSG00000177182,False,False,False,False,False,False,False,False,False,False,False,False,False
TIMM22,ENSG00000177370,True,True,True,True,True,True,True,True,True,True,True,True,True
ZBTB33,ENSG00000177485,True,True,True,True,True,True,False,False,False,True,False,True,False
OR2G2,ENSG00000177489,False,False,False,False,False,False,False,False,False,False,False,False,False
ZBED2,ENSG00000177494,False,False,False,False,False,False,False,False,False,True,False,True,False
FAM187B,ENSG00000177558,False,False,False,False,False,False,False,False,False,False,False,False,False
JUN,ENSG00000177606,True,True,True,True,True,True,True,True,True,True,True,True,True
IL17RA,ENSG00000177663,True,True,True,True,True,True,True,True,True,True,False,True,False
DNAJC28,ENSG00000177692,False,False,False,False,False,False,False,False,False,True,False,True,False
SLC35G5,ENSG00000177710,False,False,False,False,False,False,False,False,False,False,False,False,False
ZNF619,ENSG00000177873,False,False,False,False,False,False,False,False,False,False,False,False,False
CCDC184,ENSG00000177875,False,False,False,False,False,False,False,False,False,False,False,False,False
ALS2CL,ENSG00000178038,False,False,False,False,False,False,False,False,False,True,False,True,False
MLF1,ENSG00000178053,True,True,True,True,True,True,True,True,True,True,False,True,False
STAP2,ENSG00000178078,False,False,False,False,False,False,False,False,False,True,True,True,True
DDX10,ENSG00000178105,True,True,True,True,True,True,True,True,True,True,True,True,True
LCORL,ENSG00000178177,True,True,True,True,True,True,True,True,True,False,False,False,False
GALNT11,ENSG00000178234,True,True,True,True,True,True,True,True,True,True,False,True,False
NEUROG2,ENSG00000178403,False,False,False,False,False,False,False,False,False,True,False,True,False
P4HTM,ENSG00000178467,False,False,False,False,False,False,True,True,True,True,True,True,True
UCN3,ENSG00000178473,False,False,False,False,False,False,False,False,False,False,False,False,False
SUZ12,ENSG00000178691,True,True,True,True,True,True,True,True,True,True,True,True,True
GP5,ENSG00000178732,False,False,False,False,False,False,False,False,False,True,False,True,False
EXOSC4,ENSG00000178896,True,True,True,True,True,True,True,True,True,True,True,True,True
CYBC1,ENSG00000178927,True,True,True,True,True,True,True,True,True,True,False,True,False
AURKB,ENSG00000178999,True,True,True,True,True,True,True,True,True,True,True,True,True
RRS1,ENSG00000179041,True,True,True,True,True,True,True,True,True,True,True,True,True
CYP11B2,ENSG00000179142,False,False,False,False,False,False,False,False,False,True,False,True,False
GATA2,ENSG00000179348,True,True,True,True,True,True,False,False,False,True,True,True,True
MROH1,ENSG00000179832,False,False,False,False,False,False,True,True,True,False,False,False,False
SERTAD2,ENSG00000179833,True,True,True,True,True,True,True,True,True,True,False,True,False
NKPD1,ENSG00000179846,False,False,False,False,False,False,False,False,False,False,False,False,False
ZNF648,ENSG00000179930,False,False,False,False,False,False,False,False,False,False,False,False,False
CCR8,ENSG00000179934,False,False,False,False,False,False,False,False,False,True,False,True,False
PUF60,ENSG00000179950,True,True,True,True,True,True,True,True,True,True,True,True,True
SOCS4,ENSG00000180008,True,True,True,True,True,True,True,True,True,False,False,False,False
C3orf80,ENSG00000180044,False,False,False,False,False,False,False,False,False,False,False,False,False
WFDC11,ENSG00000180083,False,False,False,False,False,False,False,False,False,False,False,False,False
MEIOC,ENSG00000180336,False,False,False,False,False,False,False,False,False,False,False,False,False
C11orf71,ENSG00000180425,True,True,True,True,True,True,False,False,False,True,False,True,False
NRIP1,ENSG00000180530,True,True,True,True,True,True,True,True,True,True,True,True,True
FUT7,ENSG00000180549,False,False,False,False,False,False,False,False,False,True,False,True,False
YOD1,ENSG00000180667,True,True,True,True,True,True,False,False,False,True,False,True,False
GPR157,ENSG00000180758,False,False,False,False,False,False,False,False,False,True,False,True,False
MAP6D1,ENSG00000180834,False,False,False,False,False,False,False,False,False,True,False,True,False
GPR62,ENSG00000180929,False,False,False,False,False,False,False,False,False,False,False,False,False
ADIPOQ,ENSG00000181092,False,False,False,False,False,False,False,False,False,True,False,True,False
SLC25A41,ENSG00000181240,False,False,False,False,False,False,False,False,False,False,False,False,False
DDN,ENSG00000181418,False,False,False,False,False,False,False,False,False,True,False,True,False
SOX2,ENSG00000181449,False,False,False,False,False,False,False,False,False,True,True,True,True
TMEM45A,ENSG00000181458,False,False,False,False,False,False,True,True,True,True,False,True,False
EDDM3A,ENSG00000181562,False,False,False,False,False,False,False,False,False,True,False,True,False
COPG1,ENSG00000181789,True,True,True,True,True,True,True,True,True,True,False,True,False
ADO,ENSG00000181915,True,True,True,True,True,True,True,True,True,True,True,True,True
CCDC149,ENSG00000181982,False,False,False,False,False,False,True,True,True,False,False,False,False
GET1,ENSG00000182093,True,True,True,True,True,True,True,True,True,True,True,True,True
FAM181B,ENSG00000182103,False,False,False,False,False,False,False,False,False,False,False,False,False
ZNF716,ENSG00000182111,False,False,False,False,False,False,False,False,False,False,False,False,False
ASB18,ENSG00000182177,False,False,False,False,False,False,False,False,False,False,False,False,False
EXT1,ENSG00000182197,False,False,False,False,False,False,True,True,True,True,True,True,True
SHMT2,ENSG00000182199,True,True,True,True,True,True,True,True,True,True,False,True,False
BACE2,ENSG00000182240,False,False,False,False,False,False,True,True,True,True,True,True,True
C1S,ENSG00000182326,False,False,False,False,False,False,False,False,False,True,False,True,False
TRAPPC6B,ENSG00000182400,True,True,True,True,True,True,True,True,True,False,False,False,False
BGN,ENSG00000182492,False,False,False,False,False,False,False,False,False,True,False,True,False
MFSD5,ENSG00000182544,True,True,True,True,True,True,True,True,True,True,False,True,False
ADI1,ENSG00000182551,True,True,True,True,True,True,True,True,True,True,True,True,True
SATB1,ENSG00000182568,False,False,False,False,False,False,False,False,False,True,True,True,True
TSKU,ENSG00000182704,False,False,False,False,False,False,True,True,True,True,True,True,True
NGRN,ENSG00000182768,True,True,True,True,True,True,True,True,True,True,True,True,True
ACBD3,ENSG00000182827,True,True,True,True,True,True,True,True,True,True,True,True,True
C16orf72,ENSG00000182831,True,True,True,True,True,True,True,True,True,False,False,False,False
RGS7,ENSG00000182901,False,False,False,False,False,False,False,False,False,True,False,True,False
HMGN4,ENSG00000182952,True,True,True,True,True,True,True,True,True,True,False,True,False
MTA1,ENSG00000182979,True,True,True,True,True,True,True,True,True,True,True,True,True
PYCR1,ENSG00000183010,True,True,True,True,True,True,True,True,True,True,True,True,True
NAA38,ENSG00000183011,True,True,True,True,True,True,True,True,True,False,False,False,False
PTGDR2,ENSG00000183134,False,False,False,False,False,False,False,False,False,True,False,True,False
GJD3,ENSG00000183153,False,False,False,False,False,False,False,False,False,False,False,False,False
TFDP3,ENSG00000183434,False,False,False,False,False,False,False,False,False,True,False,True,False
MX2,ENSG00000183486,False,False,False,False,False,False,False,False,False,True,False,True,False
PSMG1,ENSG00000183527,True,True,True,True,True,True,True,True,True,True,True,True,True
TNFAIP8L3,ENSG00000183578,False,False,False,False,False,False,False,False,False,False,False,False,False
ZNF530,ENSG00000183647,False,False,False,False,False,False,False,False,False,False,False,False,False
TMEM50A,ENSG00000183726,True,True,True,True,True,True,True,True,True,True,True,True,True
ACP7,ENSG00000183760,False,False,False,False,False,False,False,False,False,False,False,False,False
CHEK2,ENSG00000183765,True,True,True,True,True,True,False,False,False,True,True,True,True
AIFM3,ENSG00000183773,False,False,False,False,False,False,False,False,False,False,False,False,False
PNMA3,ENSG00000183837,False,False,False,False,False,False,False,False,False,True,False,True,False
ZNF730,ENSG00000183850,False,False,False,False,False,False,False,False,False,False,False,False,False
PRKX,ENSG00000183943,True,True,True,True,True,True,True,True,True,True,True,True,True
UQCR10,ENSG00000184076,True,True,True,True,True,True,True,True,True,True,False,True,False
NIPSNAP1,ENSG00000184117,True,True,True,True,True,True,True,True,True,True,True,True,True
KCNQ3,ENSG00000184156,False,False,False,False,False,False,False,False,False,True,False,True,False
CRELD2,ENSG00000184164,True,True,True,True,True,True,True,True,True,True,True,True,True
DEFB108B,ENSG00000184276,False,False,False,False,False,False,False,False,False,False,False,False,False
COPB2,ENSG00000184432,True,True,True,True,True,True,True,True,True,True,True,True,True
C1QTNF8,ENSG00000184471,False,False,False,False,False,False,False,False,False,False,False,False,False
FOXO4,ENSG00000184481,False,False,False,False,False,False,False,False,False,True,True,True,True
PROS1,ENSG00000184500,True,True,True,True,True,True,True,True,True,True,True,True,True
MED12,ENSG00000184634,True,True,True,True,True,True,False,False,False,True,False,True,False
HIST2H2BE,ENSG00000184678,False,False,False,False,False,False,False,False,False,True,True,True,True
CLDN6,ENSG00000184697,True,True,True,True,True,True,False,False,False,True,False,True,False
PRR16,ENSG00000184838,False,False,False,False,False,False,True,True,True,True,False,True,False
TMEM186,ENSG00000184857,True,True,True,True,True,True,True,True,True,True,False,True,False
BTBD6,ENSG00000184887,False,False,False,False,False,False,True,True,True,False,False,False,False
LCN12,ENSG00000184925,False,False,False,False,False,False,False,False,False,False,False,False,False
CHRM5,ENSG00000184984,False,False,False,False,False,False,False,False,False,True,False,True,False
DGAT1,ENSG00000185000,True,True,True,True,True,True,True,True,True,True,False,True,False
MIXL1,ENSG00000185155,False,False,False,False,False,False,False,False,False,False,False,False,False
MC2R,ENSG00000185231,False,False,False,False,False,False,False,False,False,True,False,True,False
PRPF39,ENSG00000185246,True,True,True,True,True,True,True,True,True,True,False,True,False
C12orf56,ENSG00000185306,False,False,False,False,False,False,False,False,False,False,False,False,False
ATP6V0A2,ENSG00000185344,True,True,True,True,True,True,True,True,True,True,False,True,False
HGS,ENSG00000185359,True,True,True,True,True,True,True,True,True,True,False,True,False
MUC1,ENSG00000185499,False,False,False,False,False,False,False,False,False,True,True,True,True
IRF7,ENSG00000185507,False,False,False,False,False,False,False,False,False,True,False,True,False
PDIA2,ENSG00000185615,False,False,False,False,False,False,False,False,False,True,False,True,False
NDUFA4L2,ENSG00000185633,False,False,False,False,False,False,False,False,False,True,False,True,False
NTF3,ENSG00000185652,False,False,False,False,False,False,False,False,False,True,False,True,False
SNAI3,ENSG00000185669,False,False,False,False,False,False,False,False,False,False,False,False,False
SPATA31A6,ENSG00000185775,False,False,False,False,False,False,False,False,False,False,False,False,False
MORF4L1,ENSG00000185787,True,True,True,True,True,True,True,True,True,True,False,True,False
SLC52A2,ENSG00000185803,True,True,True,True,True,True,True,True,True,True,False,True,False
IKZF1,ENSG00000185811,True,True,True,True,True,True,False,False,False,True,True,True,True
PRSS38,ENSG00000185888,False,False,False,False,False,False,False,False,False,False,False,False,False
LCE3E,ENSG00000185966,False,False,False,False,False,False,False,False,False,False,False,False,False
PLK5,ENSG00000185988,False,False,False,False,False,False,False,False,False,False,False,False,False
TAL2,ENSG00000186051,False,False,False,False,False,False,False,False,False,False,False,False,False
LRRC70,ENSG00000186105,False,False,False,False,False,False,False,False,False,False,False,False,False
GPAT2,ENSG00000186281,False,False,False,False,False,False,False,False,False,False,False,False,False
TMEM212,ENSG00000186329,False,False,False,False,False,False,False,False,False,True,False,True,False
KRT3,ENSG00000186442,False,False,False,False,False,False,False,False,False,True,False,True,False
DEFB132,ENSG00000186458,False,False,False,False,False,False,False,False,False,False,False,False,False
INSIG1,ENSG00000186480,True,True,True,True,True,True,True,True,True,True,True,True,True
ZNF396,ENSG00000186496,False,False,False,False,False,False,False,False,False,False,False,False,False
GPATCH8,ENSG00000186566,True,True,True,True,True,True,True,True,True,True,True,True,True
LYRM7,ENSG00000186687,True,True,True,True,True,True,True,True,True,False,False,False,False
CXCR3,ENSG00000186810,False,False,False,False,False,False,False,False,False,True,False,True,False
SERPINA11,ENSG00000186910,False,False,False,False,False,False,False,False,False,False,False,False,False
ZNF395,ENSG00000186918,False,False,False,False,False,False,True,True,True,True,True,True,True
EMID1,ENSG00000186998,False,False,False,False,False,False,False,False,False,True,False,True,False
LILRA5,ENSG00000187116,False,False,False,False,False,False,False,False,False,True,False,True,False
RNF220,ENSG00000187147,True,True,True,True,True,True,True,True,True,True,False,True,False
LHFPL3,ENSG00000187416,False,False,False,False,False,False,False,False,False,False,False,False,False
CHP1,ENSG00000187446,True,True,True,True,True,True,True,True,True,True,True,True,True
COL4A1,ENSG00000187498,False,False,False,False,False,False,True,True,True,True,True,True,True
SBK2,ENSG00000187550,False,False,False,False,False,False,False,False,False,False,False,False,False
USP7,ENSG00000187555,True,True,True,True,True,True,True,True,True,True,True,True,True
SAMD11,ENSG00000187634,False,False,False,False,False,False,False,False,False,False,False,False,False
ERAS,ENSG00000187682,False,False,False,False,False,False,False,False,False,False,False,False,False
C9orf153,ENSG00000187753,False,False,False,False,False,False,False,False,False,False,False,False,False
KRTAP10-8,ENSG00000187766,False,False,False,False,False,False,False,False,False,False,False,False,False
DNAH17,ENSG00000187775,False,False,False,False,False,False,False,False,False,True,False,True,False
PLSCR3,ENSG00000187838,False,False,False,False,False,False,True,True,True,True,True,True,True
EIF4EBP1,ENSG00000187840,True,True,True,True,True,True,True,True,True,True,True,True,True
UBQLN2,ENSG00000188021,True,True,True,True,True,True,True,True,True,True,True,True,True
ZNF490,ENSG00000188033,False,False,False,False,False,False,False,False,False,False,False,False,False
ARL4C,ENSG00000188042,False,False,False,False,False,False,True,True,True,True,True,True,True
PLSCR1,ENSG00000188313,True,True,True,True,True,True,True,True,True,True,True,True,True
C10orf99,ENSG00000188373,False,False,False,False,False,False,False,False,False,False,False,False,False
PPP3R2,ENSG00000188386,False,False,False,False,False,False,False,False,False,False,False,False,False
PAQR9,ENSG00000188582,False,False,False,False,False,False,False,False,False,False,False,False,False
ZNF177,ENSG00000188629,False,False,False,False,False,False,False,False,False,True,False,True,False
IDO2,ENSG00000188676,False,False,False,False,False,False,False,False,False,False,False,False,False
RBM34,ENSG00000188739,False,False,False,False,False,False,False,False,False,True,True,True,True
CATSPER4,ENSG00000188782,False,False,False,False,False,False,False,False,False,False,False,False,False
FBF1,ENSG00000188878,False,False,False,False,False,False,False,False,False,False,False,False,False
INSYN2A,ENSG00000188916,False,False,False,False,False,False,False,False,False,False,False,False,False
MSANTD1,ENSG00000188981,False,False,False,False,False,False,False,False,False,False,False,False,False
ZNF292,ENSG00000188994,True,True,True,True,True,True,True,True,True,True,False,True,False
ZNF527,ENSG00000189164,False,False,False,False,False,False,False,False,False,False,False,False,False
S100A13,ENSG00000189171,True,True,True,True,True,True,True,True,True,True,True,True,True
RRP7A,ENSG00000189306,True,True,True,True,True,True,True,True,True,True,False,True,False
ZNF724,ENSG00000196081,True,True,True,True,True,True,False,False,False,False,False,False,False
TDRD7,ENSG00000196116,False,False,False,False,False,False,False,False,False,True,False,True,False
S100A4,ENSG00000196154,True,True,True,True,True,True,False,False,False,True,True,True,True
FUT4,ENSG00000196371,True,True,True,False,False,False,False,False,False,False,False,False,False
ZNF34,ENSG00000196378,False,False,False,False,False,False,False,False,False,True,False,True,False
PTPN1,ENSG00000196396,True,True,True,True,True,True,True,True,True,True,True,True,True
EVL,ENSG00000196405,True,True,True,True,True,True,True,True,True,True,True,True,True
ZNF124,ENSG00000196418,True,True,True,True,True,True,False,False,False,True,False,True,False
PIK3R4,ENSG00000196455,True,True,True,True,True,True,True,True,True,True,True,True,True
MME,ENSG00000196549,False,False,False,False,False,False,True,True,True,True,False,True,False
LAMA2,ENSG00000196569,False,False,False,False,False,False,False,False,False,True,False,True,False
OR5AC2,ENSG00000196578,False,False,False,False,False,False,False,False,False,False,False,False,False
HDAC2,ENSG00000196591,True,True,True,True,True,True,True,True,True,True,True,True,True
MMP1,ENSG00000196611,False,False,False,False,False,False,False,False,False,True,True,True,True
ADH1B,ENSG00000196616,False,False,False,False,False,False,False,False,False,True,False,True,False
RABL6,ENSG00000196642,True,True,True,True,True,True,True,True,True,True,False,True,False
ZNF418,ENSG00000196724,False,False,False,False,False,False,False,False,False,False,False,False,False
POU3F4,ENSG00000196767,False,False,False,False,False,False,False,False,False,True,False,True,False
TLE1,ENSG00000196781,False,False,False,False,False,False,True,True,True,True,True,True,True
OR11G2,ENSG00000196832,False,False,False,False,False,False,False,False,False,False,False,False,False
NHLRC2,ENSG00000196865,True,True,True,True,True,True,True,True,True,True,False,True,False
ARHGEF12,ENSG00000196914,True,True,True,True,True,True,True,True,True,True,True,True,True
LAGE3,ENSG00000196976,True,True,True,True,True,True,True,True,True,True,True,True,True
ZNF441,ENSG00000197044,False,False,False,False,False,False,False,False,False,False,False,False,False
SIGLEC15,ENSG00000197046,False,False,False,False,False,False,False,False,False,True,False,True,False
IGF2R,ENSG00000197081,True,True,True,True,True,True,True,True,True,True,True,True,True
SRC,ENSG00000197122,False,False,False,False,False,False,False,False,False,True,True,True,True
ENTPD4,ENSG00000197217,True,True,True,True,True,True,True,True,True,True,False,True,False
TBC1D9B,ENSG00000197226,True,True,True,True,True,True,True,True,True,True,True,True,True
HIST1H4J,ENSG00000197238,False,False,False,False,False,False,False,False,False,False,False,False,False
GTF2E2,ENSG00000197265,True,True,True,True,True,True,True,True,True,True,True,True,True
ZNF165,ENSG00000197279,False,False,False,False,False,False,False,False,False,True,False,True,False
LRP10,ENSG00000197324,True,True,True,True,True,True,True,True,True,True,True,True,True
PDGFA,ENSG00000197461,False,False,False,False,False,False,False,False,False,True,True,True,True
GALP,ENSG00000197487,False,False,False,False,False,False,False,False,False,False,False,False,False
CXorf40A,ENSG00000197620,False,False,False,False,False,False,False,False,False,True,False,True,False
SPTAN1,ENSG00000197694,True,True,True,True,True,True,True,True,True,True,True,True,True
PSAP,ENSG00000197746,True,True,True,True,True,True,True,True,True,True,False,True,False
FAM118B,ENSG00000197798,True,True,True,True,True,True,True,True,True,False,False,False,False
ZNF181,ENSG00000197841,True,True,True,False,False,False,False,False,False,False,False,False,False
ADH5,ENSG00000197894,True,True,True,True,True,True,True,True,True,True,True,True,True
TEAD4,ENSG00000197905,True,True,True,True,True,True,True,True,True,True,False,True,False
ERO1A,ENSG00000197930,True,True,True,True,True,True,True,True,True,True,True,True,True
AADACL2,ENSG00000197953,False,False,False,False,False,False,False,False,False,False,False,False,False
S100A6,ENSG00000197956,False,False,False,False,False,False,True,True,True,True,False,True,False
MPZL1,ENSG00000197965,True,True,True,True,True,True,True,True,True,True,True,True,True
DLGAP2,ENSG00000198010,False,False,False,False,False,False,False,False,False,True,False,True,False
AVPR1B,ENSG00000198049,False,False,False,False,False,False,False,False,False,True,False,True,False
AKR1B10,ENSG00000198074,False,False,False,False,False,False,False,False,False,True,False,True,False
TFDP1,ENSG00000198176,True,True,True,True,True,True,True,True,True,True,True,True,True
HSD17B11,ENSG00000198189,True,True,True,True,True,True,True,True,True,True,True,True,True
DDX42,ENSG00000198231,True,True,True,True,True,True,True,True,True,True,True,True,True
SPRED2,ENSG00000198369,True,True,True,True,True,True,True,True,True,True,True,True,True
GFPT1,ENSG00000198380,True,True,True,True,True,True,True,True,True,True,True,True,True
UVRAG,ENSG00000198382,True,True,True,True,True,True,True,True,True,True,False,True,False
TXNRD1,ENSG00000198431,True,True,True,True,True,True,True,True,True,True,True,True,True
ANKRD35,ENSG00000198483,False,False,False,False,False,False,False,False,False,False,False,False,False
ZNF28,ENSG00000198538,True,True,True,True,True,True,False,False,False,False,False,False,False
KCNRG,ENSG00000198553,False,False,False,False,False,False,False,False,False,False,False,False,False
CTNND1,ENSG00000198561,True,True,True,True,True,True,True,True,True,True,True,True,True
RYR2,ENSG00000198626,False,False,False,False,False,False,False,False,False,True,False,True,False
KLHL9,ENSG00000198642,False,False,False,False,False,False,True,True,True,True,True,True,True
MT-ND6,ENSG00000198695,True,True,True,True,True,True,True,True,True,False,False,False,False
F5,ENSG00000198734,False,False,False,False,False,False,False,False,False,True,False,True,False
PNP,ENSG00000198805,True,True,True,True,True,True,True,True,True,True,True,True,True
FOXJ3,ENSG00000198815,True,True,True,True,True,True,True,True,True,True,True,True,True
CHAMP1,ENSG00000198824,True,True,True,True,True,True,True,True,True,False,False,False,False
UBE2J1,ENSG00000198833,True,True,True,True,True,True,True,True,True,True,True,True,True
MT-ND4,ENSG00000198886,True,True,True,True,True,True,True,True,True,False,False,False,False
SHISA4,ENSG00000198892,False,False,False,False,False,False,True,True,True,False,False,False,False
CAPZA2,ENSG00000198898,True,True,True,True,True,True,True,True,True,True,False,True,False
KIAA0753,ENSG00000198920,False,False,False,False,False,False,True,True,True,True,True,True,True
KIF1BP,ENSG00000198954,True,True,True,True,True,True,True,True,True,True,True,True,True
OR2L2,ENSG00000203663,False,False,False,False,False,False,False,False,False,False,False,False,False
COX20,ENSG00000203667,True,True,True,True,True,True,True,True,True,False,False,False,False
SPRR2E,ENSG00000203785,False,False,False,False,False,False,False,False,False,False,False,False,False
PCMTD2,ENSG00000203880,True,True,True,True,True,True,True,True,True,True,False,True,False
C1orf185,ENSG00000204006,False,False,False,False,False,False,False,False,False,False,False,False,False
GIGYF2,ENSG00000204120,True,True,True,True,True,True,True,True,True,True,False,True,False
RUFY2,ENSG00000204130,True,True,True,True,True,True,True,True,True,True,False,True,False
NHSL2,ENSG00000204131,False,False,False,False,False,False,False,False,False,False,False,False,False
ZDHHC18,ENSG00000204160,True,True,True,True,True,True,False,False,False,True,False,True,False
DAXX,ENSG00000204209,True,True,True,True,True,True,True,True,True,True,True,True,True
PFDN6,ENSG00000204220,True,True,True,True,True,True,True,True,True,True,False,True,False
RING1,ENSG00000204227,True,True,True,True,True,True,True,True,True,True,False,True,False
PSMB8,ENSG00000204264,False,False,False,False,False,False,True,True,True,True,True,True,True
PJVK,ENSG00000204311,False,False,False,False,False,False,False,False,False,False,False,False,False
SKIV2L,ENSG00000204351,True,True,True,True,True,True,True,True,True,True,True,True,True
SPANXN5,ENSG00000204363,False,False,False,False,False,False,False,False,False,False,False,False,False
HSPA1A,ENSG00000204389,True,True,True,True,True,True,True,True,True,True,True,True,True
MPIG6B,ENSG00000204420,True,True,True,True,True,True,False,False,False,True,False,True,False
PRAMEF14,ENSG00000204481,False,False,False,False,False,False,False,False,False,False,False,False,False
MICB,ENSG00000204516,True,True,True,True,True,True,False,False,False,True,False,True,False
ABCF1,ENSG00000204574,True,True,True,True,True,True,True,True,True,True,True,True,True
DDR1,ENSG00000204580,False,False,False,False,False,False,True,True,True,True,True,True,True
IL31,ENSG00000204671,False,False,False,False,False,False,False,False,False,False,False,False,False
MAS1L,ENSG00000204687,False,False,False,False,False,False,False,False,False,False,False,False,False
OR2J3,ENSG00000204701,False,False,False,False,False,False,False,False,False,True,False,True,False
TCTN1,ENSG00000204852,True,True,True,True,True,True,True,True,True,True,True,True,True
KRTAP1-4,ENSG00000204887,False,False,False,False,False,False,False,False,False,False,False,False,False
ZNF155,ENSG00000204920,False,False,False,False,False,False,False,False,False,True,False,True,False
ZNF425,ENSG00000204947,False,False,False,False,False,False,False,False,False,False,False,False,False
TRIM13,ENSG00000204977,True,True,True,True,True,True,True,True,True,True,True,True,True
FAM71F2,ENSG00000205085,False,False,False,False,False,False,False,False,False,False,False,False,False
PSMB10,ENSG00000205220,True,True,True,True,True,True,True,True,True,True,True,True,True
ADGRG1,ENSG00000205336,False,False,False,False,False,False,False,False,False,True,True,True,True
OR52J3,ENSG00000205495,False,False,False,False,False,False,False,False,False,False,False,False,False
